cleaned_text,text_cleaned,raw_sentiment_label,raw_sentiment_score,sentiment_category,confidence_level,text_length,word_count
penyedia makanan ala prindavan india sama indonesia tiada bezalebih parah mknan basi tak habis diulang masak lagi untuk esok harikasihan bocilrs,sedia makan ala prindavan india sama indonesia tiada bezalebih parah mknan basi tak habis ulang masak esok harikasihan bocilrs,Negative,0.9961888194084167,negative,high,126,19
mening di kasih uang nya aja sipel,ning kasih uang nya sipel,Neutral,0.9985432624816895,neutral,high,25,5
program gk masuk akal harusnya yg di tekankan sekolah gratis,program masuk akal harus tekan sekolah gratis,Positive,0.9949125051498413,positive,high,45,7
siapa tuh yg harus tanggung jawab klo udh kek gini,siapa tanggung jawab kalau begini,Neutral,0.7804849147796631,neutral,medium,33,5
kebijakan yg dipaksakandemi janji asal jadi,kebijakan dipaksakandemi janji asal jadi,Negative,0.9998519420623779,negative,high,40,5
ironi salah pilih presidenamburadul parah,ironi salah pilih presidenamburadul parah,Negative,0.9621784090995789,negative,high,41,5
peluang korupsi yg besar di mgb,peluang korupsi besar mgb,Negative,0.9714351892471313,negative,high,25,4
gak ada gunanya ngasih makan siang,gak_ada guna ngasih makan siang,Neutral,0.9903976917266846,neutral,high,31,5
niat dan rencana pemerintah baik tp sampai di bawah eksekusi nya bgni emng susah berniat baik di negara,niat rencana pemerintah baik bawah eksekusi nya bgni emng susah niat baik negara,Negative,0.9996987581253052,positive,high,80,13
oiiipresiden hentikan sj itu program makan cukup gratiskan pendidikan dan kesehatan,oiipresiden henti program makan cukup gratis didik sehat,Neutral,0.9990772008895874,neutral,high,56,8
dievaluasi penyelenggaraan nyakk bisa terjadi gini,evaluasi selenggara nyakk jadi begini,Neutral,0.9996967315673828,neutral,high,37,5
mbg makanan basi gratis,makan gizi gratis makan basi gratis,Positive,0.9344295859336853,negative,high,35,6
lebih baik uangnya berikan ke pada orang tuanya sajaini lebih tepat sasaran,lebih baik uang ikan orang tua sajaini lebih tepat sasar,Negative,0.9968396425247192,positive,high,56,10
kata si ituu makan saja jangan banyak protes,kata ituu makan jangan_banyak protes,Negative,0.985343873500824,negative,high,36,5
oknum yg memanfaatkan situasi,oknum manfaat situasi,Negative,0.9998446702957153,negative,high,21,3
seharusnya mbg diberikan khusus anak anak yang orang tuanya kurang mampu,makan gizi gratis beri khusus anak anak orang tua kurang_mampu,Neutral,0.9990525841712952,negative,high,62,10
sudah terprediksi mulai awal mobilisasi nya saja sdh bisa di prediksi dg route yg panjang mending duit di alihkan sekolah gratis min slta dr pada seperti ini malah muncul masalah baru,prediksi mulai awal mobilisasi nya prediksi route panjang lebih baik uang alih sekolah gratis min slta malah muncul masalah baru,Negative,0.9798693656921387,negative,high,128,20
menurut sy akan lebih berharga bila mbg di uangkan dan di berikan kpd ortu siswa,lebih harga bila makan gizi gratis uang ikan ortu siswa,Positive,0.5566123723983765,positive,low,55,10
ini gak takut sama letkol,gak_takut sama letkol,Positive,0.5961802005767822,positive,low,21,3
kasihan ya coba dengarkan keluhan,kasihan coba dengar keluhan,Negative,0.999864935874939,negative,high,27,4
pemerintah tolong perhatikan,pemerintah perhati,Neutral,0.97509765625,neutral,high,18,2
program sia dari pilihan yg sangat tidak pandai dalam memilih calon presiden dan wakil rakyatnya,program sia pilih sangat tidak_pandai pilih calon presiden wakil rakyat,Negative,0.9998840093612671,negative,high,71,10
kalau basi kenapa dimakan,kalau basi makan,Negative,0.6512647867202759,negative,medium,16,3
banyak anak² sekolah tidak mau makan makanan gratis,banyak anak sekolah tidak_mau makan makan gratis,Negative,0.9996935129165649,negative,high,48,7
mendingan pendidikan gratis makan gratis biaya mahal gedung sekolah banyak yang memenuhi standar,mending didik gratis makan gratis biaya mahal gedung sekolah banyak penuh standar,Negative,0.9997902512550354,negative,high,81,12
yg pentin pemerintah dapat duit,pentin pemerintah uang,Negative,0.9987744688987732,negative,high,22,3
sayah pendukung berat anis tp sayah sangat setuju adanya program makan gizi gratis ini mudahhan sampe akhir jabatan prabow,sayah dukung berat anis sayah sangat tuju ada program makan gizi gratis mudahhan sampe akhir jabat prabow,Positive,0.8380287289619446,positive,high,105,17
tak mungkin negara yang claims kaya boleh buat mcm tu kepada anak sekolah,tak mungkin negara claims kaya buat mcm anak sekolah,Negative,0.9995273351669312,negative,high,52,9
kirim ke pak prabowo aja kow dia tes makanan nya duluitu program nya beliau,kirim pak prabowo kow tes makan nya duluitu program nya beliau,Neutral,0.9990108013153076,neutral,high,62,11
kasian anak buakannya bergizi tapi malah pada sakit,kasi anak bua gizi malah sakit,Negative,0.9998706579208374,negative,high,30,6
terlalu cepat di masak,terlalu cepat masak,Negative,0.9997664093971252,positive,high,19,3
sekolah ku we ra keduman koe seng wes di kei kok protes,sekolah dum koe seng wes kei kok protes,Negative,0.9997931122779846,negative,high,39,8
sekolah gratis yes makan gratis no,sekolah gratis yes makan gratis,Neutral,0.8853607177734375,neutral,high,31,5
bergizi kata bazzer dan,gizi kata bazzer,Neutral,0.9977887868881226,neutral,high,16,3
berarti pengawas gizi gabut gak kerja,arti awas gizi gabut gak_kerja,Neutral,0.9350939393043518,neutral,high,30,5
kalian siihhh di suruh sekolah gratis malah ingin makan gratis dmna² gratis ituyaa kya gitu,kalian siihh suruh sekolah gratis malah makan gratis dmna gratis ituyaa kya,Negative,0.9772263765335083,negative,high,75,12
mending uangnya dicairkan lalu diberi bantuan langsung ke anak itu,lebih baik uang cair lalu beri bantu langsung anak,Neutral,0.9995525479316711,positive,high,50,9
oke ghaz ok ghaz cret cret crettt,baik ghaz ghaz cret cret crett,Neutral,0.9307036399841309,positive,high,30,6
nikmatin az pilihan klean,nikmatin pilih klean,Positive,0.9086284041404724,negative,high,20,3
kalau keracunan semuax pasti kena tapi kalau hanya satu dua orang itu mungkin mereka mmg lagi sakithanya sj pas lagi makan dari mbg,kalau racun semuax kena kalau satu orang mungkin mmg sakithanya makan makan gizi gratis,Negative,0.9592244625091553,negative,high,87,14
pentingnya memilih ahli yg benar benar ahlinya,penting pilih ahli benar benar ahli,Neutral,0.80100417137146,neutral,high,35,6
program mbgpelaksanaan tak sesimple yg dibayangkantapi ya sudahlahbukan urusan kitaurusan pemerintah itu,program mbgpelaksanaan tak sesimple dibayangkantapi sudahlahbukan urus kitaurusan pemerintah,Negative,0.9985513091087341,negative,high,92,9
makanya anakku kupesan biar gak mau menerima makanan gratis itu biar itu buat temannya yg brngkat sekolah gak makan,makanya anak pes biar gak_mau terima makan gratis biar buat teman brngkat sekolah gak_makan,Neutral,0.909145176410675,neutral,high,91,14
hati dek ntar dibilang gak bersyukur,hati dek ntar bilang gak_bersyukur,Negative,0.9970916509628296,negative,high,34,5
apapun masakannya pasti masakan ibu yang paling top,apa masakan masakan ibu paling baik,Positive,0.9994321465492249,positive,high,35,6
program hanya untuk hbis uang negara sja lbih baik ksih pendidikan gratis sja,program hbis uang negara lbih baik ksih didik gratis,Neutral,0.9994118213653564,positive,high,52,9
lbh baik gratiskan biaya pendidikan,lbh baik gratis biaya didik,Negative,0.9994035959243774,positive,high,27,5
tiap anak juga alergi bedamnding g usah makan gratis,tiap anak alergi bedamnding usah makan gratis,Neutral,0.9935805797576904,neutral,high,45,7
itu karena apa dapurnya hanya satu masaknya untuk banyak kalau mau lebih terarah dapurnya lebih dari satu biar lebih optimal pendapat aja sih,apa dapur satu masak banyak kalau mau lebih arah dapur lebih satu biar lebih optimal dapat,Negative,0.9129406213760376,negative,high,90,16
ini siapa kira kira yang bikin makanan gratisnya,siapa kira kira bikin makan gratis,Neutral,0.9933868050575256,neutral,high,34,6
saya mau perotes kenapa dikalimantan timur belum ada makan gratis pas nya dibontang utara guntung sdn bontang utara guntung kenapa belum ada,mau perotes dikalimantan timur makan gratis nya dibontang utara guntung sdn bontang utara guntung,Neutral,0.8449411392211914,positive,high,97,14
lebih baik hentikan saja mbg krn bikin penghamburan uang kalau kondisi mbg nya kaya begitu,lebih baik henti makan gizi gratis bikin hambur uang kalau kondisi makan gizi gratis nya kaya,Negative,0.9996845722198486,positive,high,93,16
bagaimana tdk basimasak saja dari jam satu malam,bagaimana tidak basimasak jam satu malam,Negative,0.9589718580245972,negative,high,40,6
sewajarnya ditiap sekolah ada khusus dapur buat masak biar bisa mkn yg segar dan tidak basi biar sehat anak anak indonsia dan semangat sekolah,wajar tiap sekolah khusus dapur buat masak biar makan segar tidak_basi biar sehat anak anak indonsia semangat sekolah,Positive,0.9983988404273987,negative,high,117,18
knpa di mkn klu uda tau basi,makan klu uda tahu basi,Negative,0.999835729598999,negative,high,23,5
makanan anak ada kepentingan sebagian orang,makan anak penting bagi orang,Positive,0.9881128668785095,positive,high,29,5
apa krna masih panas ya lngsung di masukin ke lunch box nya,apa krna panas lngsung masukin lunch box nya,Neutral,0.8476192355155945,neutral,high,44,8
makanan bergizi harus ada pengawas dr sekolah spy tdk merugikan anak sekolah,makan gizi awas sekolah spy tidak rugi anak sekolah,Positive,0.9990028738975525,negative,high,51,9
jujur waktu pemilu kemarin pilihan kalah sedih tp saat ini saya bangga dg pilihanku walau kalah,jujur waktu pilih umum kemarin pilih kalah sedih bangga pilih kalah,Negative,0.9992678761482239,negative,high,67,11
itu bukan salah persiden ny salah nya yang bikin makanan ny atau ngatar ny,bukan_salah persiden salah nya bikin makan ngatar,Negative,0.9775531888008118,negative,high,49,7
setiap hari pasti banyak yang terbuang karena sering basi kalau ada yang sakit tidak ada,hari banyak buang sering basi kalau sakit tidak_ada,Negative,0.999234676361084,negative,high,51,8
ga bakalan efektiv ngabisin anggaran tapi ga ada dampak positif programnya bagus tapi lebih bagus pendidikan gratis,ga_bakalan efektiv ngabisin anggaran ga_ada dampak positif program bagus lebih bagus didik gratis,Positive,0.9990812540054321,positive,high,97,13
betul makanan dengan jumlah yg banyak tidak mungkin dibuat mendadak pasti dari malam mereka udah bikin ini penyebab sering terasa basi emang betul ini fakta disekolah dikampung saya pernah ikannya gatal ayam tempe bau sayurnya terasa masam basi nah fakta itu pernah terjadi kemudian sekolah mencoba komplain supaya ada perbaikannya,betul makan jumlah banyak tidak_mungkin buat dadak malam bikin sebab sering asa basi memang betul fakta seko kampung pernah ikan gatal ayam tempe bau sayur asa masam basi nah fakta pernah jadi kemudian sekolah coba komplain baik,Negative,0.999795138835907,negative,high,228,37
hayuuu audit periksa itu penyedia mbg,hayuu audit periksa sedia makan gizi gratis,Neutral,0.9995232820510864,neutral,high,43,7
wajar basi sayur dimasak tengah malem dimakan anak jam siang apalgi klo ga higinis cpt basi,wajar basi sayur masak tengah malem makan anak jam siang apalgi kalau ga_higinis cpt basi,Negative,0.9995782971382141,negative,high,89,15
sebaiknya program mbg di evaluasi dan di kaji ulang di salurkan berupa sembako per kk yg benar² tdk mampu bukan per sekolah berupa masakan yg sdh matang,baik program makan gizi gratis evaluasi kaji ulang salur upa sembako per benar tidak mampu bukan_per sekolah upa masakan matang,Neutral,0.9986749291419983,neutral,high,127,20
di tempat saya byk ank yg ngk mkn menunya jd mubazir,tempat banyak ank tidak makan menu jadi mubazir,Negative,0.9998248219490051,negative,high,47,8
itu wadahnya gak food grade aturan dr stainess bukan dr plastik woylah kacau,wadah gak_food grade atur stainess bukan_dr plastik woylah kacau,Negative,0.999859094619751,negative,high,64,9
kembalikan ke orang tua lebih alami,kembali orang tua lebih alami,Positive,0.8944404125213623,positive,high,29,5
buang uang ga tepat sasaran,buang uang ga_tepat sasar,Negative,0.9585912227630615,negative,high,25,4
kenapa konsepnya gak di masak langsung di sekolahsekolah ya mungkin lebih efisien,konsep gak_di masak langsung sekolahsekolah mungkin lebih efisien,Positive,0.9978863596916199,positive,high,65,8
betul karena masaknya itu ribuan gimana tdk basi klw masaknya dari malam,betul masak ribu gimana tidak basi klw masak malam,Positive,0.9312925338745117,negative,high,50,9
mukin masak nya siangklu mlm ngk mukin basi,mukin masak nya siangklu mlm tidak mukin basi,Positive,0.9708247184753418,negative,high,45,8
dari awal sangat tdk setuju dengan program mbg ini mending di stop pak di alihkan ke pendidikan gratis lebih aman dan lebih membantu masyarakat,awal sangat tidak tuju program makan gizi gratis lebih baik stop pak alih didik gratis lebih aman lebih bantu masyarakat,Negative,0.9997243285179138,positive,high,120,20
dia pkir ngasih mkan ank sekolah itu gampang mudah murahcoba klo prgrm unggulannya skitar dunia usaha tuk mnunjang perputaran ekonomi mntap tuh,pkir ngasih mkan ank sekolah gampang mudah murahcoba kalau prgrm unggul skitar dunia usaha tuk mnunjang putar ekonomi mntap,Positive,0.9904189705848694,positive,high,123,19
miris bgt ya liatnya apa gak sbaiknya dana nya di berikan ke orgtuanya aja masing biar stiap org bs kelola makanan msg utk anaknya,miris sangat liat apa gak_sbaiknya dana nya ikan orgtuanya masing biar stiap orang kelola makan msg anak,Negative,0.9998772144317627,positive,high,104,17
sama pernah anak ku dapat makan nya basiuntungnya bawa makan lauk dari rumah,sama pernah anak makan nya basiuntungnya bawa makan lauk rumah,Neutral,0.9729832410812378,negative,high,62,10
lebih baik di uangkan saja janga kasi makan yg basi,lebih baik uang janga kasi makan basi,Negative,0.9998373985290527,negative,high,37,7
yang masak kaga nyobain apa,masak kaga nyobain apa,Neutral,0.9977228045463562,neutral,high,22,4
bisa aja klo basi mungkin saja karna terlalu banyak pesanan masak nya tdk dadakan,kalau basi mungkin terlalu banyak pesan masak nya tidak dada,Negative,0.9990028738975525,negative,high,60,10
kalau pendidikan gratis gak ada basinya,kalau didik gratis gak_ada basi,Positive,0.571448028087616,negative,low,31,5
mungkin belum berpengalaman di bidangnya bagian jasa mbg,mungkin alam bidang bagi jasa makan gizi gratis,Positive,0.9851523637771606,positive,high,47,8
gak usah dibayar kalo gitu dapurnya beres,gak_usah bayar kalau dapur beres,Negative,0.9981538653373718,negative,high,32,5
baiknya bwa mkn dari rumah,baik bwa makan rumah,Neutral,0.9981904625892639,positive,high,20,4
mending skola gratis kan ya,lebih baik skola gratis kan,Neutral,0.7214353084564209,positive,medium,27,5
mubajir kan akhirnya buang biaya,mubajir kan akhir buang biaya,Negative,0.9998160004615784,negative,high,29,5
dihentikan saja menurut saya banyak masalah disana sini,henti banyak masalah sana sini,Negative,0.9994282126426697,negative,high,30,5
sama dgn sekolah sy kadang begini,sama sekolah kadang begini,Neutral,0.9877270460128784,neutral,high,26,4
telur bau bg tadi aku untung ga di makan,telur bau tadi untung ga_di makan,Positive,0.9942704439163208,positive,high,33,6
aku belum dapat daerahh sragen karangmalang gimana nihhhh,daerahh sragen karangmalang gimana nihh,Negative,0.9979280233383179,negative,high,39,5
makanan basi gratis,makan basi gratis,Positive,0.6648197770118713,negative,medium,17,3
trauma makan daging,trauma makan daging,Negative,0.9998043179512024,negative,high,19,3
dulu jarang sarapan kalau mau sekolahtp banyak yg pinter dan jujur,dulu jarang sarap kalau mau sekolahtp banyak pinter jujur,Positive,0.9890401363372803,positive,high,57,9
